Invoice Number,Date,Time,Internal Toy ID Number,Toy Item Number,Toy Company,Toy Name,Suggested Age,Price Per Toy,Units Sold,Total Line Revenue,Total COGS,Payment,Cashier ID,Member?,Coupon?,Purchaser Age,Parking Validation?
660926,12/21/2010,16:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,D.W.|880-7199,No,No,39,Yes
660964,12/21/2010,8:19,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,H.B.|880-3254,No,No,48,No
660989,12/21/2010,15:51,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,3,$23.85 ,$13.35 ,Cash,V.W.|880-8599,No,No,73,No
660994,12/21/2010,12:54,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,C.X.|880-3590,No,No,31,No
661002,12/22/2010,15:02,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.W.|880-4986,No,No,35,No
661044,12/22/2010,8:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,W.C.|880-4861,No,No,40,Yes
661083,12/22/2010,18:15,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,A.U.|880-2167,No,No,48,Yes
661083,12/22/2010,18:15,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,A.U.|880-2167,No,No,48,Yes
661083,12/22/2010,18:15,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Cash,A.U.|880-2167,No,No,48,Yes
661121,12/23/2010,12:52,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,S.V.|880-5987,No,No,37,No
661154,12/24/2010,16:18,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,1,$9.45 ,$4.63 ,Gift Card,V.W.|880-4523,No,No,35,No
661195,12/24/2010,10:36,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,B.X.|880-9149,No,No,49,No
661234,12/24/2010,13:44,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.U.|880-2953,No,No,54,No
661236,12/24/2010,13:19,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,P.N.|880-3021,Yes,No,42,No
661251,12/25/2010,16:49,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,B.Y.|880-6845,No,No,50,No
661251,12/25/2010,16:49,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Visa,B.Y.|880-6845,No,No,50,No
661286,12/25/2010,12:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,U.O.|880-3720,No,No,39,No
661326,12/25/2010,14:31,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,V.W.|880-4523,No,No,11,Yes
661368,12/25/2010,19:24,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,H.B.|880-3254,No,No,36,Yes
661387,12/25/2010,14:20,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Cash,S.V.|880-5987,No,No,43,No
661403,12/25/2010,14:46,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,D.U.|880-2953,No,Yes,39,No
661431,12/25/2010,15:06,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Mastercard,S.Y.|880-3139,No,No,39,Yes
661475,12/25/2010,10:13,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,4,$99.80 ,$64.88 ,Mastercard,W.B.|880-9647,Yes,No,42,No
661481,12/31/2010,12:12,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,P.N.|880-3021,No,No,33,Yes
661528,1/5/2011,11:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,N.W.|880-6237,No,No,50,No
661558,1/6/2011,10:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,P.N.|880-3021,Yes,Yes,33,No
661568,1/21/2011,16:55,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,W.B.|880-9647,No,No,39,No
661602,1/23/2011,13:59,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,U.W.|880-9683,No,No,16,No
661635,1/31/2011,8:40,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,Z.T.|880-7477,No,No,32,No
661651,2/8/2011,15:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.X.|880-9149,No,No,31,No
661651,2/8/2011,15:25,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,B.X.|880-9149,No,No,31,No
661664,2/22/2011,15:43,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,S.V.|880-5987,No,No,25,No
661664,2/22/2011,15:43,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,S.V.|880-5987,No,No,25,No
661705,2/28/2011,15:21,D218/FN,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Gift Card,D.Z.|880-1179,No,No,40,No
661721,2/28/2011,14:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Visa,A.U.|880-2167,No,Yes,55,No
661734,3/12/2011,13:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,Z.T.|880-7477,No,No,47,No
661758,3/18/2011,12:53,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Mastercard,B.Y.|880-6845,No,No,61,No
661758,3/18/2011,12:53,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,B.Y.|880-6845,No,No,61,No
661772,3/25/2011,9:26,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,2,$9.90 ,$5.04 ,Cash,N.C.|880-3850,No,No,43,No
661774,4/19/2011,9:30,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,Y.P.|880-6894,No,No,32,Yes
661786,4/19/2011,15:30,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Check,S.Y.|880-3139,No,No,25,No
661786,4/19/2011,15:30,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,2,$18.90 ,$9.26 ,Check,S.Y.|880-3139,No,No,25,No
661817,4/28/2011,18:00,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,W.C.|880-4861,No,No,32,No
661861,5/7/2011,12:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,V.W.|880-8599,No,No,37,No
661908,5/8/2011,14:52,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,P.N.|880-3021,No,No,27,No
661933,5/8/2011,13:28,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Cash,B.B.|880-9330,No,No,57,No
661972,5/14/2011,14:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.W.|880-4986,No,No,38,No
662019,5/17/2011,12:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,U.O.|880-3720,No,No,38,No
662019,5/17/2011,12:21,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Mastercard,U.O.|880-3720,No,No,38,No
662065,5/24/2011,12:55,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,P.N.|880-3021,No,No,38,No
662065,5/24/2011,12:55,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,P.N.|880-3021,No,No,38,No
662065,5/24/2011,12:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,P.N.|880-3021,No,No,38,No
662077,5/29/2011,16:27,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.B.|880-9330,No,No,43,Yes
662078,5/30/2011,14:21,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,D.S.|880-7532,No,No,12,No
662095,6/2/2011,18:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,47,No
662095,6/2/2011,18:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,N.C.|880-3850,No,No,47,No
662140,6/16/2011,9:16,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,Y.P.|880-6894,No,No,37,No
662189,6/20/2011,8:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Check,D.W.|880-7199,Yes,No,34,No
662221,6/23/2011,15:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,A.U.|880-2167,No,No,43,No
662242,6/25/2011,8:20,L212/SD,212,Lego,Scooter and Stand,6 and up,$4.95 ,2,$9.90 ,$4.46 ,Visa,Z.Q.|880-4240,No,No,39,No
662272,6/26/2011,11:42,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,1,$9.45 ,$4.63 ,Visa,L.W.|880-4986,No,Yes,44,No
662272,6/26/2011,11:42,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,L.W.|880-4986,No,Yes,44,No
662313,6/27/2011,15:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Visa,B.X.|880-9149,No,No,31,No
662321,6/27/2011,9:15,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Visa,W.C.|880-4861,No,No,40,No
662333,7/3/2011,13:39,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,N.C.|880-3850,No,Yes,22,No
662367,7/3/2011,19:03,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,V.W.|880-4523,No,No,47,No
662408,7/18/2011,16:54,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,V.W.|880-4523,No,No,35,No
662436,7/20/2011,11:17,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,N.W.|880-6237,No,No,36,No
662462,7/22/2011,13:50,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,S.V.|880-5987,No,No,32,Yes
662467,7/25/2011,15:39,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,P.N.|880-3021,Yes,No,25,No
662496,7/26/2011,14:05,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,D.Z.|880-1179,No,No,30,No
662514,8/13/2011,12:37,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,U.O.|880-3720,Yes,Yes,38,No
662560,8/17/2011,11:47,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,Z.T.|880-7477,No,Yes,49,No
662571,8/19/2011,14:42,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,A.U.|880-2167,No,No,32,No
662586,8/19/2011,16:00,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Gift Card,W.B.|880-9647,No,No,51,Yes
662599,8/23/2011,14:36,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,U.W.|880-9683,No,No,44,No
662613,8/23/2011,14:25,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Gift Card,N.W.|880-6237,Yes,Yes,18,No
662613,8/23/2011,14:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,N.W.|880-6237,Yes,Yes,18,No
662663,8/25/2011,8:21,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,D.U.|880-2953,No,No,43,No
662663,8/25/2011,8:21,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.U.|880-2953,No,No,43,No
662693,8/30/2011,15:29,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Visa,D.Z.|880-1179,No,No,27,No
662695,9/1/2011,11:31,L340/FS,340,Lego,Fire Trucks,6 and up,$34.95 ,2,$69.90 ,$39.84 ,Visa,N.W.|880-6237,Yes,No,49,No
662729,9/3/2011,15:09,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,Z.T.|880-7477,No,No,31,No
662751,9/3/2011,10:57,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Cash,U.W.|880-9683,No,Yes,43,Yes
662775,9/12/2011,13:20,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Check,S.Y.|880-3139,No,No,35,Yes
662824,9/16/2011,14:01,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,W.C.|880-4861,No,No,49,No
662870,9/17/2011,11:14,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,W.C.|880-4861,No,No,47,Yes
662870,9/17/2011,11:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,W.C.|880-4861,No,No,47,Yes
662883,9/18/2011,12:06,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Cash,W.C.|880-4861,No,No,36,No
662923,9/18/2011,19:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,W.C.|880-4861,No,No,34,No
662964,9/29/2011,15:36,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,D.U.|880-2953,No,No,40,Yes
662977,9/29/2011,15:48,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,D.U.|880-2953,Yes,No,44,No
662993,10/6/2011,9:22,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,D.U.|880-2953,No,No,33,Yes
663020,10/13/2011,15:22,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,V.W.|880-8599,Yes,No,44,Yes
663036,10/25/2011,16:52,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,L.C.|880-6872,No,No,22,No
663053,10/29/2011,13:27,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,Z.T.|880-7477,No,No,38,No
663053,10/29/2011,13:27,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,Z.T.|880-7477,No,No,38,No
663082,11/1/2011,16:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,B.B.|880-9330,No,No,36,No
663082,11/1/2011,16:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.B.|880-9330,No,No,36,No
663115,11/1/2011,12:15,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Visa,P.N.|880-3021,Yes,Yes,40,Yes
663129,11/1/2011,10:21,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,P.N.|880-3021,No,Yes,35,No
663148,11/1/2011,11:49,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,C.X.|880-3590,No,No,27,No
663187,11/1/2011,13:06,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,S.Y.|880-3139,No,No,34,No
663196,11/2/2011,15:22,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Gift Card,U.W.|880-9683,No,No,31,No
663196,11/2/2011,15:22,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Gift Card,U.W.|880-9683,No,No,31,No
663229,11/2/2011,15:28,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,S.Y.|880-3139,No,No,42,No
663268,11/2/2011,16:46,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Visa,V.W.|880-8599,Yes,No,43,Yes
663268,11/2/2011,16:46,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,V.W.|880-8599,Yes,No,43,Yes
663301,11/2/2011,17:51,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,L.W.|880-4986,Yes,No,34,No
663314,11/2/2011,8:52,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,Z.T.|880-7477,No,No,33,No
663314,11/2/2011,8:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,Z.T.|880-7477,No,No,33,No
663314,11/2/2011,8:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,Z.T.|880-7477,No,No,33,No
663351,11/3/2011,14:49,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,33,No
663366,11/3/2011,15:47,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Y.P.|880-6894,No,No,39,Yes
663384,11/4/2011,9:04,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,A.U.|880-2167,Yes,No,42,No
663384,11/4/2011,9:04,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,A.U.|880-2167,Yes,No,42,No
663425,11/5/2011,19:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,H.B.|880-3254,No,No,32,No
663455,11/5/2011,16:04,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.S.|880-7532,No,No,40,No
663495,11/5/2011,15:06,D218/FN,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,U.W.|880-9683,No,No,30,No
663506,11/6/2011,12:39,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,2,$49.90 ,$32.44 ,Gift Card,B.B.|880-9330,No,No,33,No
663521,11/6/2011,15:57,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,1,$32.95 ,$19.11 ,Cash,V.W.|880-4523,No,No,27,No
663523,11/6/2011,16:17,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,Z.T.|880-7477,No,Yes,45,No
663523,11/6/2011,16:17,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Check,Z.T.|880-7477,No,Yes,45,No
663561,11/6/2011,12:00,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,L.W.|880-4986,No,No,45,No
663570,11/6/2011,10:55,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,S.V.|880-5987,No,No,39,No
663600,11/6/2011,11:11,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,2,$15.90 ,$8.90 ,Mastercard,S.Y.|880-3139,No,No,39,No
663612,11/6/2011,14:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,L.W.|880-4986,Yes,No,30,No
663653,11/6/2011,16:05,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Discover,N.C.|880-3850,No,No,44,No
663694,11/6/2011,10:19,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,C.X.|880-3590,No,Yes,49,No
663723,11/7/2011,12:18,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,H.B.|880-3254,Yes,No,37,No
663756,11/7/2011,17:04,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,P.N.|880-3021,No,No,38,No
663799,11/8/2011,12:05,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,N.C.|880-3850,No,No,49,No
663800,11/9/2011,9:56,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Y.P.|880-6894,No,No,32,No
663822,11/10/2011,12:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,D.U.|880-2953,No,Yes,34,No
663854,11/10/2011,12:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,B.B.|880-9330,No,No,48,No
663889,11/10/2011,15:59,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,V.W.|880-8599,No,No,43,No
663919,11/10/2011,9:55,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,43,No
663919,11/10/2011,9:55,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,N.C.|880-3850,No,No,43,No
663951,11/10/2011,14:20,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,Z.T.|880-7477,No,No,41,No
663971,11/10/2011,15:26,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,N.W.|880-6237,Yes,No,32,No
663977,11/10/2011,8:46,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,No,Yes,46,No
664005,11/11/2011,14:55,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Discover,H.B.|880-3254,No,No,30,No
664006,11/11/2011,16:44,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,W.C.|880-4861,No,No,37,No
664016,11/12/2011,11:18,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,N.W.|880-6237,No,No,38,No
664016,11/12/2011,11:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,N.W.|880-6237,No,No,38,No
664047,11/12/2011,15:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,W.C.|880-4861,No,No,43,No
664082,11/12/2011,16:13,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,N.C.|880-3850,Yes,No,43,Yes
664111,11/12/2011,11:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,N.C.|880-3850,No,No,35,No
664126,11/13/2011,13:39,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Cash,L.C.|880-6872,No,No,33,No
664135,11/13/2011,20:33,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,B.Y.|880-6845,Yes,Yes,48,No
664158,11/13/2011,9:10,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,Z.T.|880-7477,No,No,30,No
664200,11/14/2011,12:49,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,S.V.|880-5987,No,No,60,No
664203,11/14/2011,15:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,U.O.|880-3720,No,No,35,No
664218,11/14/2011,10:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,D.S.|880-7532,No,No,30,Yes
664268,11/15/2011,9:58,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Visa,S.V.|880-5987,No,Yes,31,No
664303,11/15/2011,19:51,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.Y.|880-3139,No,No,31,Yes
664322,11/16/2011,8:48,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,L.C.|880-6872,No,No,37,No
664322,11/16/2011,8:48,L194/FY,194,Lego,Family,4 and up,$14.95 ,4,$59.80 ,$33.48 ,Mastercard,L.C.|880-6872,No,No,37,No
664369,11/16/2011,15:55,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.Z.|880-1179,No,No,32,No
664388,11/17/2011,14:50,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,S.Y.|880-3139,No,No,46,Yes
664415,11/17/2011,16:27,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Mastercard,V.W.|880-4523,No,No,66,No
664436,11/17/2011,12:12,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,W.C.|880-4861,No,No,37,No
664436,11/17/2011,12:12,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,W.C.|880-4861,No,No,37,No
664478,11/17/2011,13:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,S.Y.|880-3139,No,No,29,No
